category,term,hebrew_term,wikipedia_en,wikipedia_he,wikidata_id,father,student_of,student,date_of_birth,place_of_birth,date_of_death,place_of_death
Biblical kings,Jotham,יותם,https://en.wikipedia.org/wiki/Jotham,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%AA%D7%9D_%28%D7%9E%D7%9C%D7%9A_%D7%99%D7%94%D7%95%D7%93%D7%94%29,Q109920,Uzziah / עוזיהו,,,783 BCE,,732 BCE,Kingdom of Judah / ממלכת יהודה
Biblical,Judah,יהודה,https://en.wikipedia.org/wiki/Judah_%28son_of_Jacob%29,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%93%D7%94_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q282220,Jacob / יעקב,,,1566 BCE,Paddan Aram / פדן ארם,,
Tannaim,Judah b. Hiyya,יהודה בריה דרבי חייא,https://en.wikipedia.org/wiki/Judah_b._Hiyya,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%91%D7%A8%D7%99%D7%94_%D7%93%D7%A8%D7%91%D7%99_%D7%97%D7%99%D7%99%D7%90,Q6302157,,,,,,,
Tannaim,Judah bar Ilai,רבי יהודה,https://en.wikipedia.org/wiki/Judah_bar_Ilai,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%94%D7%95%D7%93%D7%94,Q1391585,Rabbi Ilai I / רבי אלעאי,,,2c,Usha / אושא,2c,Syria Palaestina / סוריה פלשתינה
Tannaim,Judah ben Bathyra,רבי יהודה בן בתירא,https://en.wikipedia.org/wiki/Judah_ben_Bathyra,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%91%D7%9F_%D7%91%D7%AA%D7%99%D7%A8%D7%90,Q2902564,,,,1c,Nusaybin / נציבין,,
Tannaim,Judah ben Bava,רבי יהודה בן בבא,https://en.wikipedia.org/wiki/Judah_ben_Bava,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%91%D7%9F_%D7%91%D7%91%D7%90,Q449278,,,,2c,Israel / ישראל,,
Tannaim,Judah ben Dama,יהודה בן דמא,https://en.wikipedia.org/wiki/Judah_ben_Dama,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%91%D7%9F_%D7%93%D7%9E%D7%90,Q6586634,,,,,,,
Tannaim,Judah ben Tabbai,יהודה בן טבאי,https://en.wikipedia.org/wiki/Judah_ben_Tabbai,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%91%D7%9F_%D7%98%D7%91%D7%90%D7%99,Q2907372,,Joshua ben Perachiah / יהושע בן פרחיה; Nittai of Arbela / נתאי הארבלי,Shmaya / שמעיה; Abtalion / אבטליון,,,,
Rishonim,Judah ben Yom Tov,יהודה בן יום טוב,https://en.wikipedia.org/wiki/Judah_ben_Yom_Tov,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%91%D7%9F_%D7%99%D7%95%D7%9D_%D7%98%D7%95%D7%91,Q25490723,,,,,,,
Tannaim,Judah ha-Nasi,רבי יהודה הנשיא,https://en.wikipedia.org/wiki/Judah_ha-Nasi,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%94%D7%A0%D7%A9%D7%99%D7%90,Q380427,Simeon ben Gamliel II / רבן שמעון בן גמליאל,Shimon bar Yochai / שמעון בר יוחאי; Simeon ben Gamliel II / רבן שמעון בן גמליאל,Abba Arika / רב; Bar Kappara / בר קפרא,0135; 0135,Judea / יהודה,0219; 0200,Sepphoris / ציפורי
Tannaim,Judah HaNahtom,רבי יהודה הנחתום,,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%94%D7%A0%D7%97%D7%AA%D7%95%D7%9D,Q89391817,,,,1c,Land of Israel / ארץ ישראל,2c,Land of Israel / ארץ ישראל
Biblical,Kadmiel,Kadmiel,https://en.wikipedia.org/wiki/Kadmiel,,Q6345611,,,,,,,
Tannaim,Kalba Savoua,כלבא שבוע,,https://he.wikipedia.org/wiki/%D7%9B%D7%9C%D7%91%D7%90_%D7%A9%D7%91%D7%95%D7%A2,Q3192132,,,,,Judaea / פרובינקיה יודיאה,,Judaea / פרובינקיה יודיאה
Biblical,Kareah,Kareah,https://en.wikipedia.org/wiki/Kareah,,Q6369174,,,,,,,
Biblical,Kemuel,קְמוּאֵל,https://en.wikipedia.org/wiki/Kemuel,,Q22122704,,,,,,,
Biblical,Kenaz,קנז,https://en.wikipedia.org/wiki/Kenaz,,Q6388805,,,,,,,
Biblical,Keren-happuch,קרן הפוך,https://en.wikipedia.org/wiki/Keren-happuch,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%9F_%D7%94%D7%A4%D7%95%D7%9A,Q3201131,Job / איוב,,,,,,
Biblical,Keturah,קטורה,https://en.wikipedia.org/wiki/Keturah,https://he.wikipedia.org/wiki/%D7%A7%D7%98%D7%95%D7%A8%D7%94_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q908531,,,,,,,
Biblical,Keziah,קציעה,https://en.wikipedia.org/wiki/Keziah,https://he.wikipedia.org/wiki/%D7%A7%D7%A6%D7%99%D7%A2%D7%94,Q1478110,Job / איוב,,,,,,
Biblical,Kish,קיש אבי שאול,https://en.wikipedia.org/wiki/Kish_%28Bible%29,https://he.wikipedia.org/wiki/%D7%A7%D7%99%D7%A9_%D7%90%D7%91%D7%99_%D7%A9%D7%90%D7%95%D7%9C,Q2915270,Abiel / אביאל בן צרור,,,,,,
Biblical,Kishi,Kishi,https://en.wikipedia.org/wiki/Kishi_%28biblical_figure%29,,Q6416566,,,,,,,
Biblical,Kohath,קהת,https://en.wikipedia.org/wiki/Kehath,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%AA,Q2914557,Levi / לוי,,,1526 BCE,,1393 BCE,
Biblical,Korah,קורח,https://en.wikipedia.org/wiki/Korah,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%A8%D7%97,Q1337316,Izhar / יצהר,,,,,,
Biblical,Kov,כוב,,https://he.wikipedia.org/wiki/%D7%9B%D7%95%D7%91,Q130233600,,,,,,,
Biblical,Lamech,למך בן מתושלח,https://en.wikipedia.org/wiki/Lamech_%28father_of_Noah%29,https://he.wikipedia.org/wiki/%D7%9C%D7%9E%D7%9A_%D7%91%D7%9F_%D7%9E%D7%AA%D7%95%D7%A9%D7%9C%D7%97,Q10921342,Methuselah / מתושלח,,,2887 BCE; 3135 BCE,Mesopotamia / מסופוטמיה,2110 BCE; 2358 BCE,
Biblical,Leah,לאה,https://en.wikipedia.org/wiki/Leah,https://he.wikipedia.org/wiki/%D7%9C%D7%90%D7%94,Q128847,Laban / לבן הארמי,,,1731 BCE,Paddan Aram / פדן ארם,1665 BCE,Canaan / כנען
Biblical,Lemuel,למואל מלך משא,https://en.wikipedia.org/wiki/Lemuel_%28biblical_king%29,https://he.wikipedia.org/wiki/%D7%9C%D7%9E%D7%95%D7%90%D7%9C_%D7%9E%D7%9C%D7%9A_%D7%9E%D7%A9%D7%90,Q6521531,,,,,,,
Biblical,Levi,לוי,https://en.wikipedia.org/wiki/Levi,https://he.wikipedia.org/wiki/%D7%9C%D7%95%D7%99_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q215512,Jacob / יעקב,,,1566 BCE,Paddan Aram / פדן ארם,1429 BCE,
Tannaim,Levi ben Sisi,לוי בר סיסי,https://en.wikipedia.org/wiki/Levi_ben_Sisi,https://he.wikipedia.org/wiki/%D7%9C%D7%95%D7%99_%D7%91%D7%A8_%D7%A1%D7%99%D7%A1%D7%99,Q2897998,,,,2c,Palestine / ארץ ישראל,3c,Babylon / בבל
Biblical,Lydia,לידיה,https://en.wikipedia.org/wiki/Lydia,https://he.wikipedia.org/wiki/%D7%9C%D7%99%D7%93%D7%99%D7%94,Q620765,,,,,,,
Biblical,Maacah,מעכה,https://en.wikipedia.org/wiki/Maacah,https://he.wikipedia.org/wiki/%D7%9E%D7%A2%D7%9B%D7%94,Q106417751,,,,,,,
Biblical,Machir,Machir,https://en.wikipedia.org/wiki/Machir,,Q1882683,,,,,,,
Biblical,Mahalath,מחלת,https://en.wikipedia.org/wiki/Mahalath,,Q2669401,Ishmael / ישמעאל,,,,,,
Biblical,Maher-shalal-hash-baz,מהר שלל חש בז,https://en.wikipedia.org/wiki/Maher-shalal-hash-baz,https://he.wikipedia.org/wiki/%D7%9E%D7%94%D7%A8_%D7%A9%D7%9C%D7%9C_%D7%97%D7%A9_%D7%91%D7%96,Q2903829,Isaiah / ישעיהו,,,8c BCE,,,
Biblical,Malachi,מלאכי,https://en.wikipedia.org/wiki/Malachi,https://he.wikipedia.org/wiki/%D7%9E%D7%9C%D7%90%D7%9B%D7%99,Q5767200,,,,,,,
Biblical,Malchijah,Malchijah,https://en.wikipedia.org/wiki/Malchijah,,Q6742135,,,,,,,
Biblical,Manasseh,מנשה,https://en.wikipedia.org/wiki/Manasseh_%28tribal_patriarch%29,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%A9%D7%94,Q1056931,Joseph / יוסף,,,,,,
Biblical; Biblical kings,Manasseh,מנשה,https://en.wikipedia.org/wiki/Manasseh_of_Judah,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%A9%D7%94_%28%D7%9E%D7%9C%D7%9A_%D7%99%D7%94%D7%95%D7%93%D7%94%29,Q156328,Hezekiah / חזקיהו,,,709 BCE,Jerusalem / ירושלים,642 BCE,Jerusalem / ירושלים
Biblical,Manasseh,מנשה,https://en.wikipedia.org/wiki/Manasses,,Q21079802,,,,,,,
Biblical,Manoah,מנוח,https://en.wikipedia.org/wiki/Manoah,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%95%D7%97,Q221514,,,,,,,
Geonim,Mar ben Huna,מר בר רב הונא,https://en.wikipedia.org/wiki/Mar_ben_Huna,https://he.wikipedia.org/wiki/%D7%9E%D7%A8_%D7%91%D7%A8_%D7%A8%D7%91_%D7%94%D7%95%D7%A0%D7%90,Q1892194,,,,6c,Babylon / בבל,7c,Sura / סורא
Geonim,Mar Isaac,רב יצחק מפירוז שאבור,https://en.wikipedia.org/wiki/Mar_Isaac_%28Firuz_Shabur%29,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%99%D7%A6%D7%97%D7%A7_%28%D7%A4%D7%99%D7%A8%D7%95%D7%96_%D7%A9%D7%91%D7%95%D7%A8%29,Q431803,,,,,,,
Geonim,Mar Ukba,מר עוקבא,https://en.wikipedia.org/wiki/Mar_Ukba_ben_Judah,https://he.wikipedia.org/wiki/%D7%9E%D7%A8_%D7%A2%D7%95%D7%A7%D7%91%D7%90_%28%D7%92%D7%90%D7%95%D7%A0%D7%99%D7%9D%29,Q6754445,,,,,,,
Geonim,Mari ben R. Dimi,מרי בר רב דימי,https://en.wikipedia.org/wiki/Mari_ben_R._Dimi,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%9E%D7%A8%D7%99_%D7%91%D7%A8_%D7%A8%D7%91_%D7%93%D7%99%D7%9E%D7%99,Q61126577,,,,,Babylon / בבל,,Pumbedita / פומבדיתא
Geonim; Rishonim,Masliah ben Solomon ha-Cohen,מצליח הכהן גאון,https://en.wikipedia.org/wiki/Masliah_ben_Solomon_ha-Cohen,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%9C%D7%99%D7%97_%D7%94%D7%9B%D7%94%D7%9F_%D7%92%D7%90%D7%95%D7%9F,Q25493668,,,,,,,
Tannaim,Matteya ben Heresh,רבי מתיא בן חרש,https://en.wikipedia.org/wiki/Matteya_ben_Heresh,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%9E%D7%AA%D7%99%D7%90_%D7%91%D7%9F_%D7%97%D7%A8%D7%A9,Q449241,,,,2c,Judea / יהודה,2c,Ancient Rome / רומא העתיקה
Rishonim,Mazhir ben Abraham,Mazhir ben Abraham,https://en.wikipedia.org/wiki/Mazhir_ben_Abraham,,Q119954425,,,,,,,
Tannaim,Me'asha,Me'asha,https://en.wikipedia.org/wiki/Me%27asha,,Q6802868,,,,,,,
Tannaim,Me'asha,Me'asha,https://en.wikipedia.org/wiki/Me%27asha_%28amora%29,,Q19893382,,,,,,,
Tannaim,Me'asha ben Joseph,Me'asha ben Joseph,https://en.wikipedia.org/wiki/Me%27asha_ben_Joseph,,Q19787102,,,,,,,
Tannaim,Meir Ba'al HaNes,Meir Ba'al HaNes,https://en.wikipedia.org/wiki/Meir_Ba%27al_HaNes,,Q6810220,,,,,,,
Rishonim,Meir ben Solomon Abi-Sahula,מאיר אבוסאולה,https://en.wikipedia.org/wiki/Meir_ben_Solomon_Abi-Sahula,https://he.wikipedia.org/wiki/%D7%9E%D7%90%D7%99%D7%A8_%D7%A1%D7%94%D7%95%D7%9C%D7%94,Q96628318,,,,1250s,,,
Tannaim,Mekhilta de-Rabbi Shimon,"מכילתא דרשב""י",https://en.wikipedia.org/wiki/Mekhilta_of_Rabbi_Shimon_ben_Yochai,https://he.wikipedia.org/wiki/%D7%9E%D7%9B%D7%99%D7%9C%D7%AA%D7%90_%D7%93%D7%A8%D7%A9%D7%91%22%D7%99,Q2895819,,,,,,,
Biblical,Melchizedek,מלכי-צדק,https://en.wikipedia.org/wiki/Melchizedek,https://he.wikipedia.org/wiki/%D7%9E%D7%9C%D7%9B%D7%99-%D7%A6%D7%93%D7%A7,Q219395,,,,18c BCE,,17c BCE,
Biblical kings,Menahem,מנחם בן גדי,https://en.wikipedia.org/wiki/Menahem,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%97%D7%9D_%D7%91%D7%9F_%D7%92%D7%93%D7%99,Q313212,Gadi,,,8c BCE,,742 BCE,
Rishonim,Menahem ben Helbo,מנחם בן חלבו,https://en.wikipedia.org/wiki/Menahem_ben_Helbo,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%97%D7%9D_%D7%91%D7%9F_%D7%97%D7%9C%D7%91%D7%95,Q61126303,,,Joseph Kara / יוסף קרא,,,,
Rishonim,Menahem Shalem,Menahem Shalem,https://en.wikipedia.org/wiki/Menahem_ben_Jacob_Shalem,,Q106832972,,,,14c,,15c,
Tannaim,Menahem the Essene,מנחם (זוגות),https://en.wikipedia.org/wiki/Menahem_the_Essene,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%97%D7%9D_%28%D7%96%D7%95%D7%92%D7%95%D7%AA%29,Q2066506,,,,,,,Jerusalem / ירושלים
Biblical,Mephibosheth,מפיבושת,https://en.wikipedia.org/wiki/Mephibosheth,https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%99%D7%91%D7%95%D7%A9%D7%AA,Q851686,Jonathan / יהונתן,,,1015 BCE,,10c BCE,
Biblical,Merab,מרב בת שאול,https://en.wikipedia.org/wiki/Merab,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%91_%D7%91%D7%AA_%D7%A9%D7%90%D7%95%D7%9C,Q10581739,Saul / שאול,,,,,,
Biblical,Merari,מררי,https://en.wikipedia.org/wiki/Merari,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%A8%D7%99,Q2670550,Levi / לוי,,,,,,
Biblical,Mered,מרד,https://en.wikipedia.org/wiki/Mered,,Q6818896,,,,,,,
Biblical,Meshullam,Meshullam,https://en.wikipedia.org/wiki/Meshullam,,Q6821307,,,,,,,
Rishonim,Meshullam ben Kalonymos,משולם בן קלונימוס,https://en.wikipedia.org/wiki/Meshullam_ben_Kalonymus,https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%95%D7%9C%D7%9D_%D7%91%D7%9F_%D7%A7%D7%9C%D7%95%D7%A0%D7%99%D7%9E%D7%95%D7%A1,Q467553,Kalonymos Ben Moshe / קלונימוס בן משה,,,10c,,11c,
Biblical,Methuselah,מתושלח,https://en.wikipedia.org/wiki/Methuselah,https://he.wikipedia.org/wiki/%D7%9E%D7%AA%D7%95%D7%A9%D7%9C%D7%97,Q156290,Enoch / חנוך,,,3317 BCE; 3074 BCE,ancient Near East / המזרח הקדום,2348 BCE; 2105 BCE,
Biblical,Micah,מיכה,https://en.wikipedia.org/wiki/Micah_%28prophet%29,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%9B%D7%94,Q2804969,,Isaiah / ישעיהו,Ashe,740 BCE,,670 BCE,
Biblical,Micaiah,מיכיהו בן ימלה,https://en.wikipedia.org/wiki/Micaiah,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%9B%D7%99%D7%94%D7%95_%D7%91%D7%9F_%D7%99%D7%9E%D7%9C%D7%94,Q1531578,,,,,,,
Biblical,Midian,מדין,https://en.wikipedia.org/wiki/Midian,https://he.wikipedia.org/wiki/%D7%9E%D7%93%D7%99%D7%9F,Q851761,,,,,,,
Biblical,Milcah,מילכה,https://en.wikipedia.org/wiki/Milcah,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%9C%D7%9B%D7%94,Q1752707,Haran / הרן,,,,Mesopotamia / מסופוטמיה,,
Biblical,Miriam,מרים הנביאה,https://en.wikipedia.org/wiki/Miriam,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%99%D7%9D_%D7%94%D7%A0%D7%91%D7%99%D7%90%D7%94,Q1938388,Amram / עמרם,,,1400 BCE,Ancient Egypt / מצרים העתיקה,1274 BCE,Kadesh / קדש ברנע
Biblical,Mizpar,מספר,https://en.wikipedia.org/wiki/Mizpar,,Q6884731,,,,,,,
Tannaim,Monobaz,מונבז,,https://he.wikipedia.org/wiki/%D7%9E%D7%95%D7%A0%D7%91%D7%96_%28%D7%AA%D7%A0%D7%90%29,Q124958568,,Akiva ben Joseph / רבי עקיבא בן יוסף,,,,,
Biblical,Mordecai,מרדכי היהודי,https://en.wikipedia.org/wiki/Mordecai,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%93%D7%9B%D7%99_%D7%94%D7%99%D7%94%D7%95%D7%93%D7%99,Q1136380,Jair / יאיר בן שמעי,,,,Hamadan / המדאן,,
Biblical,Moses,משה,https://en.wikipedia.org/wiki/Moses,https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%94,Q9077,Amram / עמרם,,Joshua / יהושע בן נון; Eleazar / אלעזר הכהן; Phinehas / פינחס,1393 BCE; 1526 BCE; 2000 BCE,Helwan / חלואן,1273 BCE; 1406 BCE; 1500 BCE,Mount Nebo / הר נבו
Rishonim,Moses ben Kalonymus,משה בן קלונימוס,https://en.wikipedia.org/wiki/Moses_ben_Kalonymus,https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%94_%D7%91%D7%9F_%D7%A7%D7%9C%D7%95%D7%A0%D7%99%D7%9E%D7%95%D7%A1,Q6620298,,,,,Italy / איטליה,,
Rishonim,Moses ben Meir of Ferrara,משה מפררה,https://en.wikipedia.org/wiki/Moses_ben_Meir_of_Ferrara,,Q96217250,,,,,,,
Rishonim,Moses Taku,משה תקו,https://en.wikipedia.org/wiki/Moses_Taku,https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%94_%D7%AA%D7%A7%D7%95,Q6915955,,,,,Tachov / טאכוב,,
Medieval Jewish,Moshe ben Maimon,"רמב""ם",https://en.wikipedia.org/wiki/Maimonides,https://he.wikipedia.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D,Q127398,Maimon ben Yossef HaDayan / מיימון הדיין,Maimon ben Yossef HaDayan / מיימון הדיין; Yehuda Ha-Cohen Ibn Susan / יהודה הכהן אבן סוסאן,,1138-03-30; 1135-03-30,Córdoba / קורדובה,1204-12-13,Cairo / קהיר
Biblical,Naamah,נעמה העמונית,https://en.wikipedia.org/wiki/Naamah_%28wife_of_Solomon%29,https://he.wikipedia.org/wiki/%D7%A0%D7%A2%D7%9E%D7%94_%D7%94%D7%A2%D7%9E%D7%95%D7%A0%D7%99%D7%AA,Q865263,,,,,,,
Biblical,Naamah,נעמה,https://en.wikipedia.org/wiki/Naamah_%28Genesis%29,https://he.wikipedia.org/wiki/%D7%A0%D7%A2%D7%9E%D7%94,Q1542154,Lamech / למך בן מתושאל,,,,,,
Biblical,Naboth,נבות היזרעאלי,https://en.wikipedia.org/wiki/Naboth,https://he.wikipedia.org/wiki/%D7%A0%D7%91%D7%95%D7%AA_%D7%94%D7%99%D7%96%D7%A8%D7%A2%D7%90%D7%9C%D7%99,Q44203,,,,,,,
Biblical; Biblical kings,Nadab of Israel,נדב בן ירבעם,https://en.wikipedia.org/wiki/Nadab_of_Israel,https://he.wikipedia.org/wiki/%D7%A0%D7%93%D7%91_%D7%91%D7%9F_%D7%99%D7%A8%D7%91%D7%A2%D7%9D,Q313223,Jeroboam I / ירבעם בן נבט,,,10c BCE,,10c BCE,Gibbethon / גבתון
Geonim,Nahshon ben Zadok,נחשון גאון,https://en.wikipedia.org/wiki/Nahshon_ben_Zadok,https://he.wikipedia.org/wiki/%D7%A0%D7%97%D7%A9%D7%95%D7%9F_%D7%92%D7%90%D7%95%D7%9F,Q16163211,,,,,,,
Biblical,Nahum,נחום,https://en.wikipedia.org/wiki/Nahum,https://he.wikipedia.org/wiki/%D7%A0%D7%97%D7%95%D7%9D,Q1981722,,Joel / יואל,Habakkuk / חבקוק,7c BCE,Alqosh / אלקוש; Elkosh / אלקוש,7c BCE,
Tannaim,Nahum of Gimzo,נחום איש גמזו,https://en.wikipedia.org/wiki/Nachum_Ish_Gamzu,https://he.wikipedia.org/wiki/%D7%A0%D7%97%D7%95%D7%9D_%D7%90%D7%99%D7%A9_%D7%92%D7%9E%D7%96%D7%95,Q446664,,,Akiva ben Joseph / רבי עקיבא בן יוסף,1c,Palestine / ארץ ישראל,2c,
Tannaim,Nahum the Mede,נחום המדי,https://en.wikipedia.org/wiki/Nahum_the_Mede,https://he.wikipedia.org/wiki/%D7%A0%D7%97%D7%95%D7%9D_%D7%94%D7%9E%D7%93%D7%99,Q2895176,,,,1c,Nusaybin / נציבין,,
Biblical,Naomi,נעמי,https://en.wikipedia.org/wiki/Naomi_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%A0%D7%A2%D7%9E%D7%99,Q2596433,,,,,,,
Biblical,Naphtali,נפתלי,https://en.wikipedia.org/wiki/Naphtali,https://he.wikipedia.org/wiki/%D7%A0%D7%A4%D7%AA%D7%9C%D7%99,Q1771963,Jacob / יעקב,,,,,,
Medieval Jewish,Natan'el al-Fayyumi,נתנאל בירב פיומי,https://en.wikipedia.org/wiki/Natan%27el_al-Fayyumi,https://he.wikipedia.org/wiki/%D7%A0%D7%AA%D7%A0%D7%90%D7%9C_%D7%91%D7%99%D7%A8%D7%91_%D7%A4%D7%99%D7%95%D7%9E%D7%99,Q6968384,,,,1090,,1165,
Biblical,Nathan,נתן בן דוד,https://en.wikipedia.org/wiki/Nathan_%28son_of_David%29,https://he.wikipedia.org/wiki/%D7%A0%D7%AA%D7%9F_%D7%91%D7%9F_%D7%93%D7%95%D7%93,Q3437128,David / דוד,,,1000s BCE,Jerusalem / ירושלים,10c BCE,Jerusalem / ירושלים
Biblical,Nathan,נתן הנביא,https://en.wikipedia.org/wiki/Nathan_%28prophet%29,https://he.wikipedia.org/wiki/%D7%A0%D7%AA%D7%9F_%D7%94%D7%A0%D7%91%D7%99%D7%90,Q319116,Attai / עתי,,,10c BCE,,10c BCE,
Rishonim,Nathan ben Abraham I,רבינו נתן אב הישיבה,https://en.wikipedia.org/wiki/Nathan_ben_Abraham_I,,Q28196251,,,,,Palestine / ארץ ישראל,,Palestine / ארץ ישראל
Tannaim,Nathan the Babylonian,רבי נתן,https://en.wikipedia.org/wiki/Nathan_the_Babylonian,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A0%D7%AA%D7%9F,Q1400124,,,,2c,Babylon / בבל,,
Biblical,Nathan-melech,Nathan-melech,https://en.wikipedia.org/wiki/Nathan-melech,,Q6968837,,,,,,,
Geonim,Natronai ben Hilai,רב נטרונאי גאון,https://en.wikipedia.org/wiki/Natronai_ben_Hilai,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A0%D7%98%D7%A8%D7%95%D7%A0%D7%90%D7%99_%D7%92%D7%90%D7%95%D7%9F,Q2905222,,,,,,0858,
Geonim,Natronai ben Nehemiah,נטרונאי בן נחמיה,https://en.wikipedia.org/wiki/Natronai_ben_Nehemiah,https://he.wikipedia.org/wiki/%D7%A0%D7%98%D7%A8%D7%95%D7%A0%D7%90%D7%99_%D7%91%D7%9F_%D7%A0%D7%97%D7%9E%D7%99%D7%94,Q6980252,,,,,,0730,
Biblical,Nehemiah,נחמיה,https://en.wikipedia.org/wiki/Nehemiah,https://he.wikipedia.org/wiki/%D7%A0%D7%97%D7%9E%D7%99%D7%94,Q1025598,Hachaliah / חכליה,,,473 BCE,Judea / יהודה,403 BCE,Judea / יהודה
Geonim,Nehemiah ben Kohen Tzedek,נחמיה בן כהן צדק,https://en.wikipedia.org/wiki/Nehemiah_ben_Kohen_Tzedek,https://he.wikipedia.org/wiki/%D7%A0%D7%97%D7%9E%D7%99%D7%94_%D7%91%D7%9F_%D7%9B%D7%94%D7%9F_%D7%A6%D7%93%D7%A7,Q16955538,כהן צדק בן יוסף,,,,,,
Tannaim,Nehunya ben HaKanah,רבי נחוניה בן הקנה,https://en.wikipedia.org/wiki/Nehunya_ben_HaKanah,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A0%D7%97%D7%95%D7%A0%D7%99%D7%94_%D7%91%D7%9F_%D7%94%D7%A7%D7%A0%D7%94,Q982191,,,,1c,Israel / ישראל,2c,
Biblical,Neriah,נריה בן-מחסיה,https://en.wikipedia.org/wiki/Neriah,,Q6996190,,,,,,,
Rishonim,Nethanel ben Isaiah,נתנאל בן ישעיה,https://en.wikipedia.org/wiki/Nethanel_ben_Isaiah,https://he.wikipedia.org/wiki/%D7%A0%D7%AA%D7%A0%D7%90%D7%9C_%D7%91%D7%9F_%D7%99%D7%A9%D7%A2%D7%99%D7%94,Q13577481,,,,,Yemen / תימן,14c,Yemen / תימן
Biblical,Nimshi,Nimshi,https://en.wikipedia.org/wiki/Nimshi,,Q17012506,Omri / עמרי,,,,,,
Geonim; Rishonim,Nissim ben Jacob,רב ניסים גאון,https://en.wikipedia.org/wiki/Nissim_ben_Jacob,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A0%D7%99%D7%A1%D7%99%D7%9D_%D7%92%D7%90%D7%95%D7%9F,Q690381,Jacob ben Nissim / יעקב בן נסים,,"Isaac Alfasi / רי""ף",0990,Kairouan / קירואן,1062,
Tannaim,Nittai of Arbela,נתאי הארבלי,https://en.wikipedia.org/wiki/Nittai_of_Arbela,https://he.wikipedia.org/wiki/%D7%A0%D7%AA%D7%90%D7%99_%D7%94%D7%90%D7%A8%D7%91%D7%9C%D7%99,Q2778144,,Jose ben Jochanan / יוסי בן יוחנן; Jose ben Joezer / יוסי בן יועזר,Judah ben Tabbai / יהודה בן טבאי; Simeon ben Shetach / שמעון בן שטח,,,,
Biblical,Nitzevet,אם דוד,https://en.wikipedia.org/wiki/Nitzevet,https://he.wikipedia.org/wiki/%D7%A0%D7%A6%D7%91%D7%AA,Q7041639,,,,,,,
