category,term,hebrew_term,wikipedia_en,wikipedia_he,wikidata_id,father,student_of,student,date_of_birth,place_of_birth,date_of_death,place_of_death
Biblical,Noah,נח,https://en.wikipedia.org/wiki/Noah,https://he.wikipedia.org/wiki/%D7%A0%D7%97,Q81422,Lamech / למך בן מתושלח,,,2948 BCE; 2706 BCE; 3847 BCE,Mesopotamia / מסופוטמיה,1998 BCE; 1756 BCE; 2897 BCE,
Biblical,Nun,נון,https://en.wikipedia.org/wiki/Nun_%28biblical_figure%29,,Q3344859,Elishama / אלישמע בן עמיהוד,,,,,,
Biblical,Oabdius,Oabdius,https://en.wikipedia.org/wiki/Oabdius,,Q7073391,,,,,,,
Biblical,Obadiah,עובדיה,https://en.wikipedia.org/wiki/Obadiah,,Q479645,,,,587 BCE,,5c BCE,
Biblical,Obadiah,עובדיהו,https://en.wikipedia.org/wiki/Obadiah_%281_Kings%29,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%94%D7%95,Q7074556,,,,,,,
Biblical,Obed,עובד,https://en.wikipedia.org/wiki/Obed_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%91%D7%93_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q1135791,Boaz / בעז,,,1203 BCE,,,
Biblical,Obed-Edom,עובד אדום הגתי,https://en.wikipedia.org/wiki/Obed-Edom,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%91%D7%93_%D7%90%D7%93%D7%95%D7%9D_%D7%94%D7%92%D7%AA%D7%99,Q2898809,,,,,,,
Biblical,Oded,עודד,https://en.wikipedia.org/wiki/Oded_%28prophet%29,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%93%D7%93_%28%D7%A0%D7%91%D7%99%D7%90_%D7%91%D7%A9%D7%95%D7%9E%D7%A8%D7%95%D7%9F%29,Q16341302,,,,,,,
Biblical,Oded,עודד,https://en.wikipedia.org/wiki/Oded%2C_father_of_Azariah,,Q19893741,,,,,,,
Biblical,Og,עוג מלך הבשן,https://en.wikipedia.org/wiki/Og,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%92_%D7%9E%D7%9C%D7%9A_%D7%94%D7%91%D7%A9%D7%9F,Q878675,,,,,,,Edrei / אדרעי
Biblical,Oholiab,אהליאב בן אחיסמך,https://en.wikipedia.org/wiki/Oholiab,https://he.wikipedia.org/wiki/%D7%90%D7%94%D7%9C%D7%99%D7%90%D7%91_%D7%91%D7%9F_%D7%90%D7%97%D7%99%D7%A1%D7%9E%D7%9A,Q2112850,Ahisamach,,,,,,
Biblical; Biblical kings,Omri,עמרי,https://en.wikipedia.org/wiki/Omri,https://he.wikipedia.org/wiki/%D7%A2%D7%9E%D7%A8%D7%99,Q313221,,,,940 BCE,,874 BCE,Samaria / השומרון
Tannaim,Onkelos,אונקלוס,https://en.wikipedia.org/wiki/Onkelos,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%A0%D7%A7%D7%9C%D7%95%D7%A1,Q2533433,Q20851350,,,1c,Rome / רומא,0120,
Tannaim,Or Akiva,אור עקיבא,https://en.wikipedia.org/wiki/Or_Akiva,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%A8_%D7%A2%D7%A7%D7%99%D7%91%D7%90,Q1814658,,,,,,,
Biblical,Orpah,ערפה,https://en.wikipedia.org/wiki/Orpah,https://he.wikipedia.org/wiki/%D7%A2%D7%A8%D7%A4%D7%94,Q1697019,,,,,,,
Biblical,Othni,Othni,https://en.wikipedia.org/wiki/Othni,,Q16867047,,,,,,,
Biblical,Othniel,עתניאל בן קנז,https://en.wikipedia.org/wiki/Othniel,https://he.wikipedia.org/wiki/%D7%A2%D7%AA%D7%A0%D7%99%D7%90%D7%9C_%D7%91%D7%9F_%D7%A7%D7%A0%D7%96,Q536485,,,,,,,
Biblical,Pahath-Moab,פחת מואב,https://en.wikipedia.org/wiki/Pahath-Moab,,Q7124538,,,,,,,
Biblical,Palal,Palal,https://en.wikipedia.org/wiki/Palal,,Q7126642,,,,,,,
Tannaim,Palestinian rabbis,רבני ארץ ישראל,https://en.wikipedia.org/wiki/Palestinian_rabbis,,Q7127428,,,,,,,
Geonim,Paltoi ben Abaye,רב פלטוי גאון,https://en.wikipedia.org/wiki/Paltoi_ben_Abaye,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A4%D7%9C%D7%98%D7%95%D7%99_%D7%92%D7%90%D7%95%D7%9F,Q16668713,,,,800s,,,
Biblical,Pashur,פשחור בן אמר,https://en.wikipedia.org/wiki/Pashhur,https://he.wikipedia.org/wiki/%D7%A4%D7%A9%D7%97%D7%95%D7%A8_%D7%91%D7%9F_%D7%90%D7%9E%D7%A8,Q7142075,,,,,,,
Biblical; Biblical kings,Pekah,פקח בן רמליהו,https://en.wikipedia.org/wiki/Pekah,https://he.wikipedia.org/wiki/%D7%A4%D7%A7%D7%97_%D7%91%D7%9F_%D7%A8%D7%9E%D7%9C%D7%99%D7%94%D7%95,Q334744,Remaliah,,,8c BCE,,732 BCE,
Biblical; Biblical kings,Pekahiah,פקחיה,https://en.wikipedia.org/wiki/Pekahiah,https://he.wikipedia.org/wiki/%D7%A4%D7%A7%D7%97%D7%99%D7%94,Q334756,Menahem / מנחם בן גדי,,,8c BCE,,740 BCE,Samaria / שומרון
Biblical,Pelatiah,פלטיהו בן בניהו,,https://he.wikipedia.org/wiki/%D7%A4%D7%9C%D7%98%D7%99%D7%94%D7%95_%D7%91%D7%9F_%D7%91%D7%A0%D7%99%D7%94%D7%95,Q18192102,Benaiah / בניהו,,,,,,Jerusalem / ירושלים
Biblical,Peninnah,פנינה,https://en.wikipedia.org/wiki/Peninnah,https://he.wikipedia.org/wiki/%D7%A4%D7%A0%D7%99%D7%A0%D7%94_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q2068934,,,,,,,
Rishonim,Perets ha-Kohen,פרץ הכהן,https://en.wikipedia.org/wiki/Peretz_Gerondi,https://he.wikipedia.org/wiki/%D7%A4%D7%A8%D7%A5_%D7%94%D7%9B%D7%94%D7%9F,Q6965916,,,"Nissim of Gerona / ר""ן; Isaac ben Sheshet / ריב""ש",1304; 13c,Girona / ז'ירונה,1370,Barcelona / ברצלונה
Biblical,Perez,פרץ,https://en.wikipedia.org/wiki/Perez_%28son_of_Judah%29,https://he.wikipedia.org/wiki/%D7%A4%D7%A8%D7%A5_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%93%D7%94,Q1814684,Judah / יהודה,,,,,,
Tannaim,Phannias ben Samuel,פינחס בן שמואל מכפר חבתא,https://en.wikipedia.org/wiki/Phannias_ben_Samuel,https://he.wikipedia.org/wiki/%D7%A4%D7%99%D7%A0%D7%97%D7%A1_%D7%91%D7%9F_%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%9E%D7%9B%D7%A4%D7%A8_%D7%97%D7%91%D7%AA%D7%90,Q2919971,,,,1c,,,
Tannaim,Philo of Alexandria,פילון האלכסנדרוני,https://en.wikipedia.org/wiki/Philo,https://he.wikipedia.org/wiki/%D7%A4%D7%99%D7%9C%D7%95%D7%9F_%D7%94%D7%90%D7%9C%D7%9B%D7%A1%D7%A0%D7%93%D7%A8%D7%95%D7%A0%D7%99,Q189597,,,,15 BCE,Alexandria / אלכסנדריה,0045; 0050,Alexandria / אלכסנדריה
Biblical,Phinehas,פינחס,https://en.wikipedia.org/wiki/Phinehas,https://he.wikipedia.org/wiki/%D7%A4%D7%99%D7%A0%D7%97%D7%A1,Q128063,Eleazar / אלעזר הכהן,Moses / משה,Eli / עלי הכהן,,,,
Tannaim,Phinehas ben Jair,רבי פינחס בן יאיר,https://en.wikipedia.org/wiki/Pinchas_ben_Yair,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A4%D7%99%D7%A0%D7%97%D7%A1_%D7%91%D7%9F_%D7%99%D7%90%D7%99%D7%A8,Q448939,,,,2c,Lod / לוד,,Syria Palaestina / סוריה פלשתינה
Amoraim; Tannaim,Phinehas ben Ḥama Ha-Kohen,רבי פנחס בר חמא,,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A4%D7%A0%D7%97%D7%A1_%D7%91%D7%A8_%D7%97%D7%9E%D7%90,Q16130376,,Jeremiah / רבי ירמיה,Hanina of Sepphoris / רב חנניה,,Sakhnin (ancient village) / סכנין (יישוב עתיק),,
Biblical,Queen of Sheba,מלכת שבא,https://en.wikipedia.org/wiki/Queen_of_Sheba,https://he.wikipedia.org/wiki/%D7%9E%D7%9C%D7%9B%D7%AA_%D7%A9%D7%91%D7%90,Q159888,,,,10c BCE,,10c BCE,
Amoraim,Rabbah bar Nahmani,רבה בר נחמני,https://en.wikipedia.org/wiki/Rabbah_bar_Nahmani,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%94_%D7%91%D7%A8_%D7%A0%D7%97%D7%9E%D7%A0%D7%99,Q360557,,Rav Huna / רב הונא,Rava / רבא,3c,,,
Amoraim,Rabbi Aha,רב אחא (אמורא),https://en.wikipedia.org/wiki/Rabbi_Aha,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%97%D7%90_%28%D7%90%D7%9E%D7%95%D7%A8%D7%90%29,Q1394943,,,,4c,,,
Tannaim,Rabbi Akiva street,רחוב רבי עקיבא,,https://he.wikipedia.org/wiki/%D7%A8%D7%97%D7%95%D7%91_%D7%A8%D7%91%D7%99_%D7%A2%D7%A7%D7%99%D7%91%D7%90,Q6907785,,,,,,,
Amoraim,Rabbi Ammi,רבי אמי,https://en.wikipedia.org/wiki/Rabbi_Ammi,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9E%D7%99,Q473264,,,,0200,Babylon / בבל,,Land of Israel / ארץ ישראל
Tannaim,Rabbi Bana'ah,רבי בנאה,https://en.wikipedia.org/wiki/Rabbi_Bana%27ah,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%91%D7%A0%D7%90%D7%94,Q450436,,,,2c,Jerusalem / ירושלים,3c,
Amoraim,Rabbi Berekiah,רבי ברכיה,https://en.wikipedia.org/wiki/Rabbi_Berekhiah,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%91%D7%A8%D7%9B%D7%99%D7%94,Q7278538,,,,,,,
Tannaim,Rabbi Ilai I,רבי אלעאי,https://en.wikipedia.org/wiki/Rabbi_Ilai_I,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%90%D7%99_%28%D7%AA%D7%A0%D7%90%29,Q679634,,,,2c,Israel / ישראל,2c,Syria Palaestina / סוריה פלשתינה
Tannaim,Rabbi Isaac the smith,רבי יצחק נפחא,https://en.wikipedia.org/wiki/Rabbi_Isaac_Nappaha,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A6%D7%97%D7%A7_%D7%A0%D7%A4%D7%97%D7%90,Q7278542,,,,,,,
Tannaim,Rabbi Ishmael,רבי ישמעאל,https://en.wikipedia.org/wiki/Rabbi_Ishmael,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A9%D7%9E%D7%A2%D7%90%D7%9C,Q1391069,,,Rabbi Meir / רבי מאיר,0070,Roman Empire / האימפריה הרומית,0135,Roman Empire / האימפריה הרומית
Tannaim,Rabbi Jonathan,רבי יונתן,https://en.wikipedia.org/wiki/Rabbi_Jonathan,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%A0%D7%AA%D7%9F,Q449288,,,,2c,Galilee / הגליל,,
Tannaim,Rabbi Josiah,רבי יאשיה,https://en.wikipedia.org/wiki/Rabbi_Josiah,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%90%D7%A9%D7%99%D7%94,Q7278544,,,,,,,
Tannaim,Rabbi Levitas of Yavne,רבי לויטס איש יבנה,,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%9C%D7%95%D7%99%D7%98%D7%A1_%D7%90%D7%99%D7%A9_%D7%99%D7%91%D7%A0%D7%94,Q55649928,,,,,,,
Amoraim,Rabbi Mana II,רבי מנא,https://en.wikipedia.org/wiki/Rabbi_Mana_II,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%9E%D7%A0%D7%90,Q1302455,,,,4c,,,
Tannaim,Rabbi Meir,רבי מאיר,https://en.wikipedia.org/wiki/Rabbi_Meir,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%9E%D7%90%D7%99%D7%A8,Q1621623,,Akiva ben Joseph / רבי עקיבא בן יוסף; Elisha ben Abuyah / אלישע בן אבויה; Rabbi Ishmael / רבי ישמעאל,Yadua the Babylonian / ידוע הבבלי; Dostai ben Jannai / רבי דוסתאי ברבי ינאי,2c,Israel / ישראל; Asia Minor / אסיה הקטנה; Judaea / פרובינקיה יודיאה,2c,Babylon / בבל
Tannaim,Rabbi Nehemiah,רבי נחמיה,https://en.wikipedia.org/wiki/Rabbi_Nehemiah,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A0%D7%97%D7%9E%D7%99%D7%94,Q2902906,,,,2c,Israel / ישראל,,
Rishonim,Rabbi Samuel of Bamberg,Rabbi Samuel of Bamberg,https://en.wikipedia.org/wiki/Rabbi_Samuel_of_Bamberg,,Q27859494,,,,,,,
Tannaim,Rabbi Shimon Ben Nanas,שמעון בן ננס,,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%A0%D7%A0%D7%A1,Q61126541,,,,,,,
Amoraim; Tannaim,Rabbi Yannai,רבי ינאי,https://en.wikipedia.org/wiki/Rabbi_Yannai,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A0%D7%90%D7%99,Q2124910,,Judah ha-Nasi / רבי יהודה הנשיא; Hiyya the Great / רבי חייא,,3c,,3c,
Tannaim,Rabbi Zadok,רבי צדוק,https://en.wikipedia.org/wiki/Rabbi_Zadok,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A6%D7%93%D7%95%D7%A7,Q140095,,,,1c,Israel / ישראל,1c,
Amoraim,Rabin (amora),רבין (אמורא),https://en.wikipedia.org/wiki/Rabin_%28amora%29,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%D7%9F_%28%D7%90%D7%9E%D7%95%D7%A8%D7%90%29,Q6613420,,,,,,,
Biblical,Rachel,רחל,https://en.wikipedia.org/wiki/Rachel,https://he.wikipedia.org/wiki/%D7%A8%D7%97%D7%9C,Q207389,Laban / לבן הארמי,,,1729 BCE,,1685 BCE,Canaan / כנען
Tannaim,"Rachel, wife of Rabbi Akiva",רחל בת כלבא שבוע,https://en.wikipedia.org/wiki/Rachel%2C_wife_of_Rabbi_Akiva,https://he.wikipedia.org/wiki/%D7%A8%D7%97%D7%9C_%D7%91%D7%AA_%D7%9B%D7%9C%D7%91%D7%90_%D7%A9%D7%91%D7%95%D7%A2,Q7031085,Kalba Savoua / כלבא שבוע,,,1c,,,
Biblical,Rahab,רחב,https://en.wikipedia.org/wiki/Rahab,https://he.wikipedia.org/wiki/%D7%A8%D7%97%D7%91,Q1135632,,,,,,,
Biblical,Raham,Raham,https://en.wikipedia.org/wiki/Raham,,Q7283297,,,,,,,
Biblical,Ram,רם‎,https://en.wikipedia.org/wiki/Ram_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%A8%D7%9D_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q1824842,Hezron / חצרון,,,,,,
Amoraim,Rav Assi,רב אסי,https://en.wikipedia.org/wiki/Rav_Assi,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%90%D7%A1%D7%99,Q741458,,,,0200,,,
Amoraim,Rav Chisda,רב חסדא,https://en.wikipedia.org/wiki/Rav_Chisda,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%97%D7%A1%D7%93%D7%90,Q1391057,,,,0217,,0309,
Amoraim,Rav Dimi,רב דימי,,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%93%D7%99%D7%9E%D7%99,Q6715844,,,,,Roman Palestine / התקופה הרומית בארץ ישראל,,Babylon / בבל
Amoraim,Rav Kahana I,רב כהנא (הראשון),,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%9B%D7%94%D7%A0%D7%90_%28%D7%94%D7%A8%D7%90%D7%A9%D7%95%D7%9F%29,Q6738441,,,,,,,
Amoraim,Rav Kahana II,רב כהנא (השני),https://en.wikipedia.org/wiki/Rav_Kahana_II,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%9B%D7%94%D7%A0%D7%90_%28%D7%94%D7%A9%D7%A0%D7%99%29,Q7296281,,,,,,,
Amoraim,Rav Kahana III,רב כהנא מפום נהרא,https://en.wikipedia.org/wiki/Rav_Kahana_III,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%9B%D7%94%D7%A0%D7%90_%D7%9E%D7%A4%D7%95%D7%9D_%D7%A0%D7%94%D7%A8%D7%90,Q2603832,,,,,,,
Amoraim,Rav Kahana IV,רב כהנא (הרביעי),https://en.wikipedia.org/wiki/Rav_Kahana_IV,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%9B%D7%94%D7%A0%D7%90_%28%D7%94%D7%A8%D7%91%D7%99%D7%A2%D7%99%29,Q7296283,,,,4c,,,
Tannaim,Rav Kruspedai,רבי כרוספדאי,https://en.wikipedia.org/wiki/Rav_Kruspedai,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%9B%D7%A8%D7%95%D7%A1%D7%A4%D7%93%D7%90%D7%99,Q6809997,,,,,,,
Amoraim,Rav Papi,רב פפי,https://en.wikipedia.org/wiki/Rav_Papi,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A4%D7%A4%D7%99,Q7296287,,,,,,,
Geonim,Rav Shinwai,רב שינוי,https://en.wikipedia.org/wiki/Rav_Shinwai,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A9%D7%99%D7%A0%D7%95%D7%99,Q12411204,,,,,,,
Amoraim,Rav Yemar,רב יימר,https://en.wikipedia.org/wiki/Rav_Yemar,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%99%D7%99%D7%9E%D7%A8,Q6544052,,,,,,,
Amoraim,Rav Zeira,רבי זירא,https://en.wikipedia.org/wiki/Zeira,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%96%D7%99%D7%A8%D7%90,Q7296294,,,,,Babylon / בבל,,
Amoraim,Rav Zevid,רב זביד (השני),https://en.wikipedia.org/wiki/Rav_Zevid,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%96%D7%91%D7%99%D7%93_%28%D7%94%D7%A9%D7%A0%D7%99%29,Q7296295,,,,,,,
Amoraim,Rava,רבא,https://en.wikipedia.org/wiki/Rava_%28amora%29,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%90,Q1304973,,Rabbah bar Nahmani / רבה בר נחמני,Rav Ashi / רב אשי,280s,Seleucia-Ctesiphon / מחוזא,0352,
Biblical,Rebecca,רבקה,https://en.wikipedia.org/wiki/Rebecca_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%A7%D7%94,Q40520,Bethuel / בתואל,,,,Aram-Naharaim / ארם נהריים,,
Biblical,Rechab,Rechab,https://en.wikipedia.org/wiki/Rechab,,Q7302400,,,,,,,
Biblical kings,Rehoboam,רחבעם,https://en.wikipedia.org/wiki/Rehoboam,https://he.wikipedia.org/wiki/%D7%A8%D7%97%D7%91%D7%A2%D7%9D,Q211663,Solomon / שלמה,,,972 BCE,Jerusalem / ירושלים,914 BCE,Jerusalem / ירושלים
Biblical,Reuben,ראובן,https://en.wikipedia.org/wiki/Reuben_%28son_of_Jacob%29,https://he.wikipedia.org/wiki/%D7%A8%D7%90%D7%95%D7%91%D7%9F,Q625661,Jacob / יעקב,,,1669 BCE,Paddan Aram / פדן ארם,1445 BCE,
Biblical,Rizpah,רצפה בת איה,https://en.wikipedia.org/wiki/Rizpah,https://he.wikipedia.org/wiki/%D7%A8%D7%A6%D7%A4%D7%94_%D7%91%D7%AA_%D7%90%D7%99%D7%94,Q2899077,Aiah,,,,,,
Biblical,Ruth,רות,https://en.wikipedia.org/wiki/Ruth_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%A8%D7%95%D7%AA,Q1774982,Eglon,,,14c BCE,Moab / מואב,13c BCE,Canaan / כנען
Rishonim,Saadia ben Nahmani,Saadia ben Nahmani,https://en.wikipedia.org/wiki/Saadia_ben_Nachmani,,Q3460424,,,,11c,,,
Geonim,Saadia Gaon,סעדיה גאון,https://en.wikipedia.org/wiki/Saadia_Gaon,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A1%D7%A2%D7%93%D7%99%D7%94_%D7%92%D7%90%D7%95%D7%9F,Q328748,,Eli ben Yehudah ha-Nazir / עלי בן יהודה הנזיר,,0882-07,Faiyum / פיום,0942-05-16,Sura / סורא; Baghdad / בגדאד
Biblical,Sabtechah,סבתכא,,https://he.wikipedia.org/wiki/%D7%A1%D7%91%D7%AA%D7%9B%D7%90,Q124169540,Cush / כוש בן חם,,,,,,
Biblical,Salah,שלח,https://en.wikipedia.org/wiki/Selah_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%A9%D7%9C%D7%97_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q1827950,Arpachshad / ארפכשד; Cainan / קינן,,,2281 BCE,,1635 BCE,
Biblical,Salmon,שלמון,https://en.wikipedia.org/wiki/Salmon_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%A9%D7%9C%D7%9E%D7%95%D7%9F,Q1771358,Nahshon / נחשון בן עמינדב,,,,,,
Biblical,Samson,שמשון,https://en.wikipedia.org/wiki/Samson,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A9%D7%95%D7%9F,Q214648,Manoah / מנוח,,,1118 BCE,Zorah / צרעה,1078 BCE,Gaza City / עזה
Rishonim,Samson ben Joseph de Falaise,שמשון מפלייזא,https://en.wikipedia.org/wiki/Samson_ben_Joseph_of_Falaise,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A9%D7%95%D7%9F_%D7%9E%D7%A4%D7%9C%D7%99%D7%99%D7%96%D7%90,Q3470963,,,,,,12c,
Rishonim,Samson ben Zadok,שמשון בן צדוק,https://en.wikipedia.org/wiki/Samson_ben_Zadok,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A9%D7%95%D7%9F_%D7%91%D7%9F_%D7%A6%D7%93%D7%95%D7%A7,Q61125382,,"Meir ben Baruch / מהר""ם מרוטנבורג",,,,1312,
Biblical,Samuel,שמואל,https://en.wikipedia.org/wiki/Samuel,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%90%D7%9C,Q6577515,Elkanah / אלקנה,Eli / עלי הכהן,David / דוד,1102 BCE; 931 BCE,Ramathaim-Zophim / רמתיים צופים,1014 BCE; 877 BCE,Ramah in Benjamin / רמה
Amoraim,Samuel bar Isaac,רב שמואל בר רב יצחק,https://en.wikipedia.org/wiki/Samuel_bar_Isaac,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%91%D7%A8_%D7%A8%D7%91_%D7%99%D7%A6%D7%97%D7%A7,Q6881095,,,,,,,
Geonim,Samuel ben Hofni,שמואל בן חפני,https://en.wikipedia.org/wiki/Samuel_ben_Hofni,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%91%D7%9F_%D7%97%D7%A4%D7%A0%D7%99_%D7%92%D7%90%D7%95%D7%9F,Q457187,,,,10c,,1013,
Rishonim,Samuel ben Isaac ha-Sardi,שמואל בן יצחק,https://en.wikipedia.org/wiki/Samuel_ben_Isaac_ha-Sardi,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%94%D7%A1%D7%A8%D7%93%D7%99,Q7413003,,,,1190; 1185,,,
Rishonim,Samuel ben Jacob ibn Jam,שמואל אבן ג'אמע,https://en.wikipedia.org/wiki/Samuel_ben_Jacob_ibn_Jam,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%90%D7%91%D7%9F_%D7%92%27%D7%90%D7%9E%D7%A2,Q7412998,,,,11c,,12c,
Amoraim,Samuel ben Nahman,רבי שמואל בר נחמני,https://en.wikipedia.org/wiki/Samuel_ben_Nahman,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%91%D7%A8_%D7%A0%D7%97%D7%9E%D7%A0%D7%99,Q2219010,,,,3c,Palestine / ארץ ישראל,4c,
Amoraim,Samuel of Nehardea,שמואל,https://en.wikipedia.org/wiki/Samuel_of_Nehardea,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%28%D7%90%D7%9E%D7%95%D7%A8%D7%90%29,Q723557,,,,0165,Nehardea / נהרדעא,0257,Nehardea / נהרדעא
Rishonim,Samuel of Speyer,שמואל החסיד,https://en.wikipedia.org/wiki/Samuel_of_Speyer,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%94%D7%97%D7%A1%D7%99%D7%93,Q820923,Ḳalonimus ben Yitsḥaḳ / קלונימוס הזקן,,,1100,Speyer / שפייר,,
Biblical,Sanballat the Horonite,סנבלט,https://en.wikipedia.org/wiki/Sanballat_the_Horonite,https://he.wikipedia.org/wiki/%D7%A1%D7%A0%D7%91%D7%9C%D7%98,Q751918,,,,,,,
Geonim; Rishonim,Sar Shalom ben Abraham,Sar Shalom ben Abraham,https://en.wikipedia.org/wiki/Sar_Shalom_ben_Abraham,,Q119772698,,,,,,,
Geonim,Sar Shalom ben Boaz,שר שלום גאון,https://en.wikipedia.org/wiki/Sar_Shalom_ben_Boaz,https://he.wikipedia.org/wiki/%D7%A9%D7%A8_%D7%A9%D7%9C%D7%95%D7%9D_%D7%92%D7%90%D7%95%D7%9F,Q3473236,,,,,,0859; 0864,
Biblical,Sarah,שרה,https://en.wikipedia.org/wiki/Sarah,https://he.wikipedia.org/wiki/%D7%A9%D7%A8%D7%94,Q194808,,,,1936 BCE,,1809 BCE,Hebron / חברון
Biblical,Saul,שאול,https://en.wikipedia.org/wiki/Saul,https://he.wikipedia.org/wiki/%D7%A9%D7%90%D7%95%D7%9C,Q28730,Kish / קיש אבי שאול,,,1080 BCE,Gibeah / תל אל פול,1010 BCE,Mount Gilboa / הר הגלבוע
Tannaim,Seder Olam Rabbah,סדר עולם,https://en.wikipedia.org/wiki/Seder_Olam_Rabbah,https://he.wikipedia.org/wiki/%D7%A1%D7%93%D7%A8_%D7%A2%D7%95%D7%9C%D7%9D,Q1852626,,,,,,,
Geonim,Semah ben Josiah,Semah ben Josiah,https://en.wikipedia.org/wiki/Semah_ben_Josiah,,Q118875278,,,,,,,
Biblical,Seorim,Seorim,https://en.wikipedia.org/wiki/Seorim,,Q7451622,,,,,,,
